y,predict
-6.09,-6.160689353942871
-5.14,-5.482869625091553
-5.76,-5.8667988777160645
-4.51,-4.453916072845459
-5.16,-5.3570709228515625
-5.9,-6.031228065490723
-5.88,-5.66414737701416
-5.48,-5.69325065612793
-6.02,-6.364102363586426
-5.53,-5.3238911628723145
-6.57,-6.636674404144287
-5.76,-5.560933589935303
-5.95,-6.009585857391357
-5.51,-5.689664840698242
-5.09,-4.929701328277588
-5.52,-5.553900241851807
-7.37,-6.177334785461426
-5.17,-5.573108673095703
-6.22,-6.024888515472412
-4.99,-5.195579528808594
-5.8,-5.45353364944458
-5.19,-5.215213775634766
-5.85,-5.926285743713379
-5.41,-5.596060752868652
-5.71,-5.552567481994629
-5.93,-6.138885974884033
-5.34,-5.036891937255859
-5.35,-5.8519439697265625
-5.45,-5.855372428894043
-7.59,-6.123048782348633
-5.76,-5.8810272216796875
-5.5,-4.4921183586120605
-5.57,-5.826215744018555
-6.89,-6.293078899383545
-6.78,-6.804900169372559
-5.64,-6.049654960632324
-5.42,-5.589057922363281
-5.8,-6.388015270233154
-5.53,-5.65852689743042
-4.82,-4.7361979484558105
-5.38,-5.098117351531982
-5.11,-5.496345520019531
-5.0,-5.125533580780029
-4.87,-5.01357364654541
-4.4,-4.525812149047852
-6.75,-7.0574188232421875
-5.83,-6.127250671386719
-5.15,-4.863441467285156
-5.3,-5.168018341064453
-6.05,-6.207304000854492
-6.2,-6.239097595214844
-6.1,-5.626821041107178
-5.75,-5.829439163208008
-5.24,-5.6229143142700195
-6.12,-5.759137153625488
-5.75,-5.917223930358887
-5.13,-5.72415828704834
-5.24,-6.339450836181641
-6.11,-6.1670427322387695
-5.95,-6.700479507446289
-5.8,-5.091253757476807
-5.91,-5.612093448638916
-4.62,-4.612615585327148
-5.51,-5.419498443603516
-6.07,-5.0767822265625
-5.91,-5.838164329528809
-7.2,-6.982501029968262
-6.04,-6.231929779052734
-4.26,-4.620241641998291
-5.87,-6.093443393707275
-5.42,-5.589309215545654
-4.32,-4.40842866897583
-4.54,-4.4188995361328125
-5.89,-6.194964408874512
-5.22,-5.399179458618164
-7.29,-7.171445846557617
-5.3,-5.490753650665283
-5.87,-6.145226955413818
-5.92,-6.059891700744629
-5.91,-6.169101715087891
-5.56,-5.3838348388671875
-6.23,-5.922180652618408
-7.66,-5.902779579162598
-5.27,-5.397902011871338
-4.84,-5.586733818054199
-5.53,-5.646341323852539
-5.43,-5.231662273406982
-6.58,-6.054754257202148
-5.63,-5.630122184753418
-7.49,-6.522915840148926
-6.0,-5.340478897094727
-5.79,-5.591357707977295
-5.37,-6.009349822998047
-6.12,-6.085652828216553
-5.83,-5.606350898742676
-7.0,-6.8811540603637695
-5.83,-6.029536247253418
-5.19,-5.449684143066406
-5.73,-5.449466705322266
-7.17,-7.033933639526367
-5.48,-5.607909679412842
-6.65,-5.920444488525391
-6.39,-5.672543048858643
-5.99,-6.032176971435547
-5.19,-5.490767478942871
-6.07,-6.491757392883301
-6.03,-5.631112098693848
-5.22,-5.260309219360352
-6.79,-5.956533432006836
-5.3,-5.507190704345703
-5.84,-5.849613666534424
-5.93,-5.5970306396484375
-6.06,-6.125869274139404
-5.9,-5.848311424255371
-5.95,-5.812417507171631
-4.6,-5.267995357513428
-5.9,-5.460286617279053
-5.33,-5.6408891677856445
-5.42,-6.004931926727295
-6.06,-6.227181434631348
-5.32,-5.379300117492676
-5.94,-5.9439496994018555
-5.42,-5.639177322387695
-5.97,-5.651274681091309
-5.92,-5.565225601196289
-5.4,-6.115518093109131
-6.42,-6.014767646789551
-5.39,-5.9278244972229
-5.55,-6.010659694671631
-4.95,-5.386621475219727
-5.32,-5.476435661315918
-6.19,-5.576969146728516
-6.66,-6.137329578399658
-6.84,-5.675331115722656
-5.39,-5.724430084228516
-6.17,-5.80208683013916
-6.11,-6.314901351928711
-5.53,-5.853008270263672
-5.57,-5.380521774291992
-5.46,-5.634679794311523
-4.54,-4.438686847686768
-6.34,-6.270789623260498
-5.39,-5.816483974456787
-6.26,-5.694365501403809
-5.27,-5.659913063049316
-4.7,-4.78247594833374
-4.31,-4.450352668762207
-6.27,-5.8441481590271
-5.49,-5.874022483825684
-4.73,-4.87396240234375
-5.56,-5.7397236824035645
-6.1,-5.992703914642334
-5.5,-5.570394515991211
-5.68,-5.36690092086792
-5.54,-6.214419364929199
-6.12,-6.040773868560791
-5.85,-6.133621692657471
-6.02,-6.143237113952637
-5.75,-5.721440315246582
-4.88,-5.718215465545654
-6.76,-5.876557350158691
-6.34,-6.191464900970459
-4.7,-4.930551052093506
-6.12,-6.16835880279541
-5.59,-6.350474834442139
-7.31,-6.961526870727539
-5.45,-5.5783538818359375
-5.57,-4.85669469833374
-5.35,-5.702132701873779
-6.25,-5.823052406311035
-5.44,-5.469092845916748
-5.37,-5.343940258026123
-5.02,-5.54890251159668
-5.42,-5.5507354736328125
-5.27,-5.185338973999023
-5.81,-6.565854072570801
-5.68,-5.362911224365234
-5.09,-5.271335124969482
-6.2,-5.515365123748779
-5.32,-5.546079635620117
-5.79,-5.472587585449219
-5.6,-5.632325172424316
-5.13,-5.392426490783691
-5.71,-5.6551008224487305
-5.64,-6.217321872711182
-6.06,-6.694035530090332
-5.11,-5.722787857055664
-5.51,-5.642595291137695
-5.47,-5.533684730529785
-5.21,-5.929841041564941
-5.27,-5.985797882080078
-5.41,-5.606125354766846
-5.11,-5.558587074279785
-5.67,-5.759244441986084
-6.41,-5.950973033905029
-5.8,-6.214083671569824
-6.57,-6.433803081512451
-5.74,-5.650915145874023
-4.75,-5.249544620513916
-5.93,-6.094455718994141
-6.09,-5.921942710876465
-5.86,-6.010743141174316
-5.95,-5.990008354187012
-5.17,-5.010447978973389
-5.04,-5.545567512512207
-6.48,-6.094660758972168
-5.84,-5.9149980545043945
-7.84,-7.057733535766602
-5.9,-5.9841766357421875
-4.7,-4.705353736877441
-6.12,-6.646691799163818
-4.59,-4.531444072723389
-5.94,-5.495021820068359
-5.72,-6.001516342163086
-5.52,-5.731143951416016
-6.23,-5.904234409332275
-4.77,-4.697885513305664
-5.79,-5.863831520080566
-4.96,-4.997348785400391
-5.32,-5.589321136474609
-5.27,-6.12162971496582
-6.05,-5.88325834274292
-5.92,-6.008440971374512
-5.06,-5.894827842712402
-6.6,-5.815332889556885
-5.35,-5.676862716674805
-5.45,-5.652129173278809
-5.52,-5.444681167602539
-4.52,-4.640252590179443
-5.59,-5.411895275115967
-5.57,-5.820652008056641
-5.35,-5.604458808898926
-6.02,-6.375266075134277
-5.09,-5.2101969718933105
-5.81,-5.770420074462891
-5.57,-5.726954460144043
-7.0,-7.093430995941162
-5.95,-6.153763771057129
-5.02,-5.635045051574707
-6.42,-6.153772354125977
-5.95,-5.57672119140625
-5.74,-6.090373992919922
-5.66,-5.620698928833008
-6.63,-5.625298023223877
-5.59,-5.586756706237793
-6.15,-5.865562438964844
-6.86,-5.865781307220459
-6.13,-5.689806938171387
-5.95,-5.797816753387451
-6.95,-6.951603412628174
-5.86,-5.762842655181885
-5.78,-5.348316669464111
-5.58,-5.822696208953857
-5.62,-5.596113204956055
-5.63,-5.514665126800537
-5.07,-5.64208984375
-5.52,-5.681836128234863
-6.02,-6.369490146636963
-4.43,-4.452468395233154
-6.08,-6.399576187133789
-5.24,-5.592171669006348
-5.98,-6.046783447265625
-7.28,-6.890410423278809
-5.5,-5.616483688354492
-7.82,-8.029730796813965
-6.24,-6.094779968261719
-5.38,-5.9530510902404785
-5.48,-5.632611274719238
-5.19,-5.516705513000488
-5.22,-5.315034866333008
-4.48,-4.62851095199585
-7.24,-7.6545233726501465
-5.58,-5.621159553527832
-5.0,-5.07710599899292
-5.89,-5.367057800292969
-4.26,-4.506778717041016
-5.06,-5.340798377990723
-5.52,-5.637611389160156
-5.17,-5.625372886657715
-5.78,-6.014837265014648
-5.22,-5.19891357421875
-6.68,-5.251565933227539
-5.08,-5.485627174377441
-5.57,-5.918828010559082
-5.86,-5.4903459548950195
-5.69,-5.880923271179199
-6.27,-5.956541061401367
-7.8,-7.81435489654541
-5.32,-5.308157444000244
-4.59,-4.811590194702148
-6.13,-6.0269622802734375
-6.28,-6.12510871887207
-4.55,-4.7531938552856445
-5.03,-5.0735087394714355
-6.62,-6.00346565246582
-5.07,-5.392160892486572
-5.93,-5.599669933319092
-4.46,-4.471598148345947
-5.41,-5.64402961730957
-5.31,-5.2093987464904785
-5.47,-5.506345272064209
-6.26,-6.242911338806152
-4.0,-4.755840301513672
-6.25,-6.1754865646362305
-5.47,-5.76264762878418
-5.53,-5.700432300567627
-6.07,-6.2044596672058105
-5.99,-5.810487747192383
-5.22,-5.627202987670898
-4.42,-4.495294570922852
-4.46,-4.443256378173828
-5.39,-5.925445079803467
-5.21,-5.4093122482299805
-5.95,-5.9594221115112305
-5.89,-5.837512016296387
-6.6,-5.844238758087158
-4.7,-4.755657196044922
-5.66,-6.002655029296875
-6.4,-5.256155014038086
-5.95,-6.233119010925293
-5.69,-5.194616317749023
-5.59,-5.4630818367004395
-6.03,-5.814401626586914
-6.24,-5.170529842376709
-5.67,-5.452796936035156
-6.23,-5.690342903137207
-4.43,-4.586071014404297
-5.2,-5.4383320808410645
-5.25,-5.305577278137207
-5.37,-5.6056413650512695
-5.14,-5.407967567443848
-6.57,-5.960710525512695
-6.47,-5.800928115844727
-5.7,-6.346287250518799
-4.82,-4.698821544647217
-4.88,-4.970817565917969
-5.33,-5.352036476135254
-5.76,-5.883743762969971
-5.26,-5.411657333374023
-5.63,-5.474283218383789
-6.91,-6.054912090301514
-7.03,-6.438796043395996
-6.78,-6.011893272399902
-5.87,-6.150806903839111
-5.58,-5.525692939758301
-6.37,-7.006434440612793
-5.83,-6.139029026031494
-5.39,-5.748680114746094
-4.47,-4.454233169555664
-7.19,-6.997306823730469
-5.36,-5.7561445236206055
-4.43,-4.466620445251465
-5.62,-5.9764556884765625
-5.61,-5.621273040771484
-5.01,-5.342207431793213
-6.08,-5.829211711883545
-6.0,-5.974326133728027
-5.24,-6.190164566040039
-5.57,-5.411755561828613
-5.22,-5.115113258361816
-6.18,-6.395153045654297
-4.59,-4.602966785430908
-5.5,-6.016170501708984
-5.3,-5.2658491134643555
-4.59,-4.892464637756348
-6.44,-6.430111885070801
-6.68,-6.328330039978027
-5.18,-5.430424690246582
-5.7,-5.29585075378418
-5.39,-5.702637672424316
-5.11,-5.073399066925049
-6.86,-6.142921447753906
-5.06,-6.874416351318359
-4.87,-5.254602432250977
-6.5,-6.686758995056152
-5.96,-5.8198041915893555
-5.24,-5.893738269805908
-5.42,-5.892966270446777
-4.44,-4.507910251617432
-5.17,-5.4358367919921875
-7.48,-7.731453895568848
-5.51,-5.742927074432373
-5.93,-5.568608283996582
-5.16,-5.450523376464844
-5.41,-5.243276119232178
-7.15,-7.913358211517334
-5.11,-5.491414546966553
-5.08,-5.64009952545166
-5.61,-5.81568717956543
-5.58,-6.095678329467773
-6.17,-5.906513214111328
-5.12,-5.092726707458496
-6.79,-6.818051338195801
-5.41,-5.504350662231445
-6.4,-6.320557117462158
-4.64,-4.410234451293945
-5.4,-5.469200134277344
-5.5,-5.957070350646973
-4.96,-5.698563575744629
-5.8,-6.1374406814575195
-5.17,-5.978053092956543
-5.78,-5.667006015777588
-4.57,-4.524346351623535
-5.51,-5.818005561828613
-6.4,-6.135698318481445
-5.07,-5.306995868682861
-5.89,-5.027615070343018
-5.3,-5.425755023956299
-4.54,-4.481649398803711
-6.13,-6.174708843231201
-5.98,-5.5938310623168945
-6.6,-6.835059642791748
-5.43,-5.581416606903076
-5.94,-5.652764320373535
-6.23,-5.881584167480469
-5.87,-6.09721565246582
-6.6,-7.295001029968262
-5.11,-5.784733295440674
-5.19,-6.052465438842773
-5.07,-5.251070499420166
-5.23,-5.512050628662109
-4.64,-4.746554851531982
-5.3,-5.509243965148926
-5.82,-6.140153408050537
