y,predict
-6.28,-6.020693302154541
-6.2,-5.8807525634765625
-4.21,-4.799544334411621
-6.28,-5.987994194030762
-6.48,-5.925085544586182
-4.79,-5.0068864822387695
-5.61,-5.613614559173584
-5.5,-5.414445400238037
-5.55,-5.570201396942139
-5.75,-5.94006872177124
-5.81,-5.596675872802734
-8.0,-7.624227046966553
-6.61,-6.395447254180908
-4.6,-4.722532749176025
-5.68,-6.0568718910217285
-5.7,-5.449984073638916
-4.37,-4.641899585723877
-5.68,-5.577254772186279
-5.11,-5.725680828094482
-4.67,-5.046595573425293
-5.76,-5.501651287078857
-5.55,-5.831644535064697
-5.67,-5.3660149574279785
-7.02,-7.209649562835693
-5.53,-5.236354351043701
-4.7,-6.081666946411133
-5.22,-4.9829912185668945
-5.31,-5.609485626220703
-5.25,-5.483879089355469
-6.18,-5.908971309661865
-5.5,-5.171905040740967
-7.16,-6.663431644439697
-5.53,-5.489067554473877
-4.3,-4.561091423034668
-5.61,-5.811141490936279
-5.37,-5.487717151641846
-7.22,-6.634426116943359
-5.03,-5.271841526031494
-6.9,-6.298550128936768
-5.69,-5.972986221313477
-5.19,-5.492135524749756
-6.85,-6.7253642082214355
-5.41,-6.086884021759033
-5.51,-5.724023342132568
-5.69,-5.98891019821167
-6.05,-5.53345251083374
-5.63,-5.8900909423828125
-4.64,-4.646406650543213
-6.38,-6.056942462921143
-5.84,-5.825140476226807
-6.1,-5.874024868011475
-5.8,-5.959744453430176
-6.11,-6.07811164855957
-4.97,-5.670976161956787
-4.51,-4.542612552642822
-5.13,-5.425343990325928
-5.97,-5.791943550109863
-4.92,-5.259853363037109
-7.74,-8.171548843383789
-5.18,-5.860084056854248
-6.51,-5.640509128570557
-6.67,-6.212406158447266
-5.47,-5.530938148498535
-4.96,-5.01600980758667
-5.7,-5.827291965484619
-5.42,-5.606373310089111
-4.38,-4.936042308807373
-5.54,-5.959845066070557
-5.68,-5.292668342590332
-5.47,-5.987710475921631
-4.35,-4.624366760253906
-5.37,-5.848606109619141
-5.01,-5.210827350616455
-4.28,-4.496105194091797
-5.79,-6.16214656829834
-7.34,-7.700067520141602
-5.58,-6.345481872558594
-5.07,-5.246638298034668
-6.07,-5.973658561706543
-5.86,-5.907837390899658
-6.09,-6.1852126121521
-5.14,-5.54734468460083
-5.76,-5.827513217926025
-4.51,-4.574992656707764
-5.16,-5.401404857635498
-5.9,-5.82556676864624
-5.88,-5.613922595977783
-5.48,-5.790462017059326
-6.02,-6.138619899749756
-5.53,-5.43689489364624
-6.57,-6.748332977294922
-5.76,-5.7126336097717285
-5.95,-5.892899036407471
-5.51,-5.604715824127197
-5.09,-5.104465961456299
-5.52,-5.499311447143555
-7.37,-6.116912364959717
-5.17,-5.744266033172607
-6.22,-6.44885778427124
-4.99,-5.367308139801025
-5.8,-5.349929332733154
-5.19,-5.372129440307617
-5.85,-5.947849750518799
-5.41,-5.651486873626709
-5.71,-5.6923604011535645
-5.93,-6.133150577545166
-5.34,-4.9483771324157715
-5.35,-5.912085056304932
-5.45,-5.734877109527588
-7.59,-6.14682149887085
-5.76,-5.854384899139404
-5.5,-4.456961154937744
-5.57,-5.58559513092041
-6.89,-6.30093240737915
-6.78,-6.633750915527344
-5.64,-5.8868021965026855
-5.42,-5.547441005706787
-5.8,-6.176361560821533
-5.53,-5.576098918914795
-4.82,-4.690950393676758
-5.38,-5.260744094848633
-5.11,-5.753417491912842
-5.0,-5.305413246154785
-4.87,-4.96140718460083
-4.4,-4.4510884284973145
-6.75,-7.351253032684326
-5.83,-6.0934648513793945
-5.15,-5.0179362297058105
-5.3,-5.331636905670166
-6.05,-6.312528610229492
-6.2,-6.067114353179932
-6.1,-5.715530872344971
-5.75,-5.895449638366699
-5.24,-5.720614910125732
-6.12,-5.740705966949463
-5.75,-5.797699928283691
-5.13,-5.821451663970947
-5.24,-6.11285400390625
-6.11,-6.043247699737549
-5.95,-5.8730902671813965
-5.8,-5.400606632232666
-5.91,-5.666079998016357
-4.62,-4.619592189788818
-5.51,-5.470090389251709
-6.07,-5.118780612945557
-5.91,-5.870825290679932
-7.2,-7.199883937835693
-6.04,-6.083007335662842
-4.26,-4.912850856781006
-5.87,-6.34941291809082
-5.42,-5.646399021148682
-4.32,-4.433518886566162
-4.54,-4.575586795806885
-5.89,-5.79179048538208
-5.22,-5.3446574211120605
-7.29,-6.908085346221924
-5.3,-5.56948184967041
-5.87,-5.679646968841553
-5.92,-6.03344202041626
-5.91,-6.185174465179443
-5.56,-5.372567653656006
-6.23,-5.872745513916016
-7.66,-5.78178596496582
-5.27,-5.574782848358154
-4.84,-5.638126373291016
-5.53,-5.59819221496582
-5.43,-5.363972187042236
-6.58,-6.081211566925049
-5.63,-5.61969518661499
-7.49,-6.533263683319092
-6.0,-5.626944541931152
-5.79,-5.714986324310303
-5.37,-5.943718433380127
-6.12,-5.983640193939209
-5.83,-5.655151844024658
-7.0,-6.643960475921631
-5.83,-5.995135307312012
-5.19,-5.4540114402771
-5.73,-5.597203731536865
-7.17,-7.325421333312988
-5.48,-5.663898468017578
-6.65,-6.02207612991333
-6.39,-5.87808084487915
-5.99,-6.052549839019775
-5.19,-5.761402606964111
-6.07,-6.036549091339111
-6.03,-5.728912830352783
-5.22,-5.4589457511901855
-6.79,-6.1941118240356445
-5.3,-5.442004680633545
-5.84,-5.887759685516357
-5.93,-5.569819927215576
-6.06,-6.106057643890381
-5.9,-5.983729362487793
-5.95,-5.8125762939453125
-4.6,-5.704704761505127
-5.9,-6.001075267791748
-5.33,-5.6418867111206055
-5.42,-5.928282260894775
-6.06,-6.3349714279174805
-5.32,-5.677513599395752
-5.94,-5.973296165466309
-5.42,-5.59993314743042
-5.97,-5.670963764190674
-5.92,-5.731945037841797
-5.4,-6.1315131187438965
-6.42,-5.918558120727539
-5.39,-5.6788506507873535
-5.55,-5.851554870605469
-4.95,-5.347256183624268
-5.32,-5.4862751960754395
-6.19,-5.729023456573486
-6.66,-5.608958721160889
-6.84,-5.7323150634765625
-5.39,-5.600621700286865
-6.17,-5.770360946655273
-6.11,-6.5141682624816895
-5.53,-5.946141719818115
-5.57,-5.520482063293457
-5.46,-5.624146938323975
-4.54,-4.553554058074951
-6.34,-6.414381980895996
-5.39,-6.032081127166748
-6.26,-5.4651641845703125
-5.27,-5.611009120941162
-4.7,-4.645899295806885
-4.31,-4.430446147918701
-6.27,-5.9194111824035645
-5.49,-5.902673244476318
-4.73,-5.086062431335449
-5.56,-5.477523326873779
-6.1,-6.129574298858643
-5.5,-5.619054317474365
-5.68,-5.577394962310791
-5.54,-5.8769659996032715
-6.12,-5.956485271453857
-5.85,-6.010295867919922
-6.02,-5.971459865570068
-5.75,-5.728958606719971
-4.88,-5.789261341094971
-6.76,-5.806617259979248
-6.34,-6.049280643463135
-4.7,-4.865373134613037
-6.12,-6.178891181945801
-5.59,-6.096266269683838
-7.31,-7.117964267730713
-5.45,-5.642046928405762
-5.57,-4.876816272735596
-5.35,-5.809967041015625
-6.25,-5.944814205169678
-5.44,-5.4882073402404785
-5.37,-5.325026988983154
-5.02,-5.683578014373779
-5.42,-5.492415904998779
-5.27,-5.2887749671936035
-5.81,-6.1905951499938965
-5.68,-5.766638278961182
-5.09,-5.095241546630859
-6.2,-5.57138204574585
-5.32,-5.511728286743164
-5.79,-5.421050548553467
-5.6,-5.5886406898498535
-5.13,-5.655879020690918
-5.71,-5.630947589874268
-5.64,-6.097697734832764
-6.06,-6.728254795074463
-5.11,-5.6433892250061035
-5.51,-5.876953601837158
-5.47,-5.462634563446045
-5.21,-5.644564151763916
-5.27,-5.84853982925415
-5.41,-5.838865756988525
-5.11,-5.579328536987305
-5.67,-5.595133304595947
-6.41,-5.786055564880371
-5.8,-6.106296062469482
-6.57,-6.424397945404053
-5.74,-5.583982944488525
-4.75,-5.276928424835205
-5.93,-6.0672173500061035
-6.09,-5.839959621429443
-5.86,-5.854594707489014
-5.95,-5.889877796173096
-5.17,-4.793053150177002
-5.04,-5.6461567878723145
-6.48,-6.4250712394714355
-5.84,-6.012387275695801
-7.84,-7.332281589508057
-5.9,-5.9772515296936035
-4.7,-4.817798137664795
-6.12,-6.41596794128418
-4.59,-4.447265148162842
-5.94,-5.481639385223389
-5.72,-5.966989040374756
-5.52,-5.610602378845215
-6.23,-5.8019633293151855
-4.77,-5.0414204597473145
-5.79,-5.905136585235596
-4.96,-5.051890850067139
-5.32,-5.5537896156311035
-5.27,-5.750028610229492
-6.05,-5.816765785217285
-5.92,-6.1349005699157715
-5.06,-6.0083537101745605
-6.6,-6.1706624031066895
-5.35,-5.789475917816162
-5.45,-5.535754203796387
-5.52,-5.448207378387451
-4.52,-4.687437534332275
-5.59,-5.4905571937561035
-5.57,-5.96217679977417
-5.35,-5.725403308868408
-6.02,-6.242223262786865
-5.09,-5.1650710105896
-5.81,-5.824246406555176
-5.57,-5.407063961029053
-7.0,-7.437930583953857
-5.95,-6.105385780334473
-5.02,-5.717038631439209
-6.42,-6.096216678619385
-5.95,-5.500034809112549
-5.74,-6.033934116363525
-5.66,-5.568336009979248
-6.63,-5.7728447914123535
-5.59,-5.6461005210876465
-6.15,-5.844391345977783
-6.86,-6.018564701080322
-6.13,-5.583425998687744
-5.95,-5.8786749839782715
-6.95,-6.041472911834717
-5.86,-5.725815296173096
-5.78,-5.610666751861572
-5.58,-5.827250957489014
-5.62,-5.611288547515869
-5.63,-5.476830959320068
-5.07,-5.724694728851318
-5.52,-5.589512348175049
-6.02,-6.1730570793151855
-4.43,-4.6222615242004395
-6.08,-6.340435981750488
-5.24,-5.632822513580322
-5.98,-5.8380889892578125
-7.28,-7.458510875701904
-5.5,-5.687108039855957
-7.82,-7.3162360191345215
-6.24,-5.813841342926025
-5.38,-5.792943000793457
-5.48,-5.5456414222717285
-5.19,-5.506963729858398
-5.22,-5.031668186187744
-4.48,-4.669405460357666
-7.24,-7.463625431060791
-5.58,-5.48796272277832
-5.0,-4.742847442626953
-5.89,-5.510308742523193
-4.26,-4.528542995452881
-5.06,-5.574652194976807
-5.52,-5.592097759246826
-5.17,-5.772148609161377
-5.78,-5.884476184844971
-5.22,-5.165138244628906
-6.68,-5.724721431732178
-5.08,-5.527726650238037
-5.57,-5.770596027374268
-5.86,-5.487812519073486
-5.69,-5.9237189292907715
-6.27,-5.869492530822754
-7.8,-7.047675132751465
-5.32,-5.424629211425781
-4.59,-4.791072368621826
-6.13,-5.927775859832764
-6.28,-6.024868488311768
-4.55,-4.817808151245117
-5.03,-4.79270601272583
-6.62,-6.084139347076416
-5.07,-5.566312789916992
-5.93,-5.605010509490967
-4.46,-4.435211658477783
-5.41,-5.654210567474365
-5.31,-5.3836188316345215
-5.47,-5.5096845626831055
-6.26,-6.07694673538208
-4.0,-4.905678749084473
-6.25,-6.41355562210083
-5.47,-5.999617099761963
-5.53,-5.717983722686768
-6.07,-6.187306880950928
-5.99,-5.829888820648193
-5.22,-5.752042293548584
-4.42,-4.451982498168945
-4.46,-4.605787754058838
-5.39,-5.9386467933654785
-5.21,-5.492021083831787
-5.95,-5.958003520965576
-5.89,-5.925604343414307
-6.6,-6.00563907623291
-4.7,-4.547623634338379
-5.66,-5.858975887298584
-6.4,-5.614236354827881
-5.95,-6.056610584259033
-5.69,-5.337095737457275
-5.59,-5.62270975112915
-6.03,-5.752554416656494
-6.24,-6.546507358551025
-5.67,-5.495121002197266
-6.23,-5.591085910797119
-4.43,-5.147974491119385
-5.2,-5.292294025421143
-5.25,-5.333792686462402
-5.37,-5.640885829925537
-5.14,-5.3467698097229
-6.57,-5.984402179718018
-6.47,-5.833739280700684
-5.7,-6.287989139556885
-4.82,-5.081904888153076
-4.88,-5.0693278312683105
-5.33,-5.280984401702881
-5.76,-5.795613765716553
-5.26,-5.286766052246094
-5.63,-5.709121227264404
-6.91,-6.01871919631958
-7.03,-6.341853141784668
-6.78,-5.752299785614014
-5.87,-6.0835676193237305
-5.58,-5.527948379516602
-6.37,-6.3126139640808105
-5.83,-6.107666492462158
-5.39,-5.335206508636475
-4.47,-4.519655704498291
-7.19,-7.35181188583374
-5.36,-5.838773727416992
-4.43,-4.788878917694092
-5.62,-5.895880699157715
-5.61,-5.715743541717529
-5.01,-5.4753642082214355
-6.08,-5.610802173614502
-6.0,-6.053635120391846
-5.24,-6.085525035858154
-5.57,-5.396244525909424
-5.22,-5.285715103149414
-6.18,-6.162321090698242
-4.59,-4.540621280670166
-5.5,-5.8996381759643555
-5.3,-5.314139366149902
-4.59,-5.180050373077393
-6.44,-6.231319904327393
-6.68,-6.265746593475342
-5.18,-5.690435886383057
-5.7,-5.411544322967529
-5.39,-5.595560550689697
-5.11,-4.938763618469238
-6.86,-6.0089945793151855
-5.06,-5.243594646453857
-4.87,-5.491800785064697
-6.5,-6.678295612335205
-5.96,-5.773295879364014
-5.24,-5.868307590484619
-5.42,-5.820686340332031
-4.44,-4.528014659881592
-5.17,-5.515049457550049
-7.48,-8.04313850402832
-5.51,-5.737625598907471
-5.93,-5.681884288787842
-5.16,-5.411863327026367
-5.41,-5.265209197998047
-7.15,-7.779187202453613
-5.11,-5.459330081939697
-5.08,-5.758234977722168
-5.61,-5.825143337249756
-5.58,-6.034031867980957
-6.17,-5.863867282867432
-5.12,-5.084858417510986
-6.79,-6.555187225341797
-5.41,-5.678887844085693
-6.4,-6.252963066101074
-4.64,-4.661211967468262
-5.4,-5.653307914733887
-5.5,-5.844631671905518
-4.96,-5.7447590827941895
-5.8,-5.7974138259887695
-5.17,-5.867916107177734
-5.78,-5.4819111824035645
-4.57,-4.545401096343994
-5.51,-5.955183029174805
-6.4,-5.905974864959717
-5.07,-5.3031697273254395
-5.89,-5.455978870391846
-5.3,-4.967278957366943
-4.54,-4.628550052642822
-6.13,-6.425187587738037
-5.98,-5.783775806427002
-6.6,-6.477928638458252
-5.43,-5.549744129180908
-5.94,-5.640777587890625
-6.23,-5.870645999908447
-5.87,-6.21312952041626
-6.6,-7.520725727081299
-5.11,-5.738093852996826
-5.19,-5.941885471343994
-5.07,-5.243934154510498
-5.23,-5.52988338470459
-4.64,-4.6180925369262695
-5.3,-5.28391695022583
-5.82,-6.107657432556152
